UniqueCount	AmbigCount
37	3349
3	5420
0	7663
0	5242
1	4104
0	6288
0	5965
0	3466
0	3778
0	1503
9	1458
15	954
2	1408
0	1753
57	454
4	920
22	307
1	519
0	233
0	540
13	578
0	69
0	74
0	559
0	578
0	221
0	1635
1	987
56	1468
17	548
2	998
1	477
0	0
34	431
11	2068
5	2169
0	2311
0	1391
11	924
17	0
3	0
1	10
4	6
0	12
0	13
0	306
4	1642
29	1866
0	136
42	1347
0	92
4	11
20	1327
59	1268
0	324
22	801
103	693
0	86
0	78
1	1833
0	1823
0	1690
0	1690
2	124
2	357
1	402
0	1
0	1
2	1
272	3048
12	2243
1	1155
793	998
5	1522
39	5119
0	0
200	0
254	3
1	406
0	407
0	394
0	412
3	410
0	401
0	408
12	809
0	30
0	375
0	42
0	316
0	42
0	23
0	38
0	413
2	202
0	23
0	384
2	351
4	16
3	11
0	362
0	27
3	17
0	27
1	59
0	164
0	102
4	215
0	121
0	110
0	36
0	7
1	33
3	35
0	30
0	22
0	21
0	19
1	9
0	9
182	3043
0	3036
0	2466
0	2827
0	2631
4	2563
1	2564
0	2563
0	734
4	0
0	413
0	2668
1	2648
27	1127
13	1308
0	44
0	14
0	31
0	2768
0	996
1	2386
0	2593
0	2491
0	2649
0	2511
0	2584
0	2637
0	2630
31	424
0	636
0	347
0	222
0	719
0	283
0	390
0	598
1	550
6	384
1	159
0	85
6	84
94	3195
2	0
4	131
0	0
0	0
0	409
0	412
82	1778
0	180
0	344
0	260
0	5552
2	5483
30	5358
39	2818
0	315
1	1351
1	677
0	522
0	1037
3	689
3	463
0	821
44	1202
0	980
1	952
22	617
6	31
14	11082
0	10423
0	11429
57	2422
2	4188
0	2516
0	2711
1	1873
0	246
0	809
0	0
0	2
0	2
1	2
0	0
0	110
0	110
0	30
0	54
2	36
0	12
0	1082
0	1487
44	642
0	554
0	102
12	849
0	581
0	82
35	985
13	86
1	30
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
24	654
0	3
0	0
0	0
0	0
1	0
3	0
0	1504
0	317
0	130
3	77
1	77
1	97
0	1280
5	133
0	1117
0	218
0	278
0	229
0	278
0	230
1	366
1	304
0	250
1	177
0	139
2	297
0	148
0	1182
1	284
1	944
4	877
2	213
21	623
3	0
2	0
0	359
0	1472
1	507
0	516
0	421
31	1319
0	550
0	652
0	685
3	844
1	641
0	527
0	453
2	3
14	6
0	0
1275	147
1	8
0	50
5	97
51	332
1	306
5	309
0	46
7	284
0	112
200	309
0	310
10	212
0	59
0	72
1	0
76	3
0	3
9	48
0	4243
0	1386
0	4661
1	1883
43	347
2	3527
7	1634
399	2413
25	1301
40	926
0	860
0	860
0	834
0	307
0	107
4	55
0	60
0	76
67	31
0	1285
0	1194
1	1194
0	1335
0	1027
18	879
0	687
0	0
2	0
0	888
0	849
0	645
5	220
12	81
1	66
4	63
5	155
0	228
0	115
1	48
0	38
11	0
0	38
0	38
0	135
1	42
93	142
6	75
38	130
0	59
0	773
0	952
11	952
0	952
0	854
1	1952
0	1737
6	555
0	571
202	779
142	2420
0	2268
0	548
2	773
2	34
7	433
2	25
46	0
0	434
0	430
0	1676
0	1611
0	1703
0	1651
0	325
0	230
0	613
0	1675
0	565
0	245
0	203
1	310
0	1627
3	200
9	1443
2	25
0	37
0	24
0	24
0	9
6	14
1	2
0	1
0	0
0	0
104	7
0	7
34	9
393	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	84
0	0
0	0
0	125
0	0
217	592
0	592
2	575
1	126
2	84
0	132
65	484
0	0
20	445
4	513
4	58
1	413
0	81
1	84
0	30
0	0
11	0
221	2446
0	2432
47	653
16	653
213	285
2	364
0	192
0	132
0	78
0	281
0	211
2	90
0	2068
0	1823
0	997
0	1917
0	1882
0	804
0	769
0	972
0	969
0	2043
10	535
2	110
0	917
2	635
0	0
0	0
0	141
0	23
0	396
0	247
0	406
0	745
0	210
0	15
0	471
0	12
0	499
0	561
0	654
0	619
0	351
0	444
0	392
0	395
0	458
0	541
0	399
0	83
0	162
1	56
0	327
0	294
6	337
0	247
0	51
0	0
6	107
0	0
0	0
0	31
1	20
3	31
3	13
1253	491
0	367
1	136
0	0
2	0
188	1929
0	60
0	109
2	103
0	74
1	84
0	325
2	52
0	150
0	53
0	134
0	7
0	377
0	378
1	371
0	394
0	376
0	377
0	377
0	374
0	25
2	19
0	29
9	1028
0	1032
390	994
0	3
7	1279
1	204
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
6	1102
0	28
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
5	40
74	40
0	3
0	0
0	0
0	16
0	0
0	0
1	2
0	1
0	0
0	0
0	0
0	8
0	0
0	0
0	0
6	353
6	379
0	893
5	1007
5	1019
0	819
4	55
3	100
62	71
0	532
10	104
0	34
10	203
0	1
0	65
0	10
0	5
0	202
0	201
0	43
0	47
16	60
0	16
0	201
0	3
0	12
0	194
0	73
0	0
3	28
0	2
0	0
0	2
0	0
0	2
0	0
0	2772
1923	6480
122	6486
0	6327
0	4911
3	4510
0	2783
0	2782
7	0
86	187
1	48
57	1243
63	103
33	1217
1	31
1	5
0	125
3	147
274	2748
0	28
21	2318
0	1249
0	198
0	197
0	7
0	0
1020	0
2	720
1	708
0	698
14	698
0	700
0	700
0	761
0	761
0	423
0	59
13	0
10	1257
0	58
0	46
864	1282
0	262
16	133
0	981
38	661
0	981
0	77
0	86
0	145
0	81
0	80
0	383
0	394
3	207
0	65
3	451
2	84
0	139
0	158
2	260
1	139
0	0
0	2
9	421
0	1010
66	1186
0	495
0	495
0	481
0	499
0	429
1	342
0	204
0	319
0	273
0	227
0	306
0	282
0	57
0	220
0	153
0	123
0	138
0	61
3	1527
2	1557
0	1557
0	1562
1	1564
0	1580
19	983
0	1245
0	1341
1	1348
1	1348
1	1012
0	1
198	1558
0	32
0	15
0	10
0	19
0	0
0	32
0	2
0	2
0	2
0	0
0	198
0	182
1	663
0	162
49	486
21	356
1	326
0	165
0	3093
62	3261
0	636
1	510
0	499
1	290
831	204
0	204
57	272
2	0
0	254
17	97
0	186
2	184
3	177
0	63
8	1506
0	826
0	2129
3	1335
0	317
0	439
0	366
0	140
1	233
0	162
0	108
10	168
0	0
0	52
0	0
0	0
1	2543
2	0
4	212
0	344
1	375
0	432
0	240
0	335
0	348
0	323
0	205
1	227
0	217
0	196
1	28
0	14
0	5
0	4
0	0
0	0
0	0
2	0
0	0
0	0
0	0
9	8
1	0
0	0
2374	843
21	868
1	435
5	0
0	529
0	2450
0	2440
0	2447
3	2406
0	116
6	46
4	116
0	149
2	1
0	0
0	0
0	0
8	233
0	2
0	0
0	0
0	0
0	2359
1	913
1	3164
1	3160
0	2629
1	1186
1	3148
0	2779
6	4008
1	2605
0	0
14	5
2	373
0	5
3	452
1632	2185
169	1856
0	1407
6	955
5	12
0	3928
0	0
0	0
0	0
0	0
0	4
0	0
0	20
0	20
0	11
0	2
0	0
3	6904
2	6390
0	332
0	1857
22	4375
45	4812
0	528
4	221
1	389
0	72
0	63
3	57
0	195
7	631
0	59
0	85
12	65
36	95
0	0
0	0
0	0
0	0
0	1516
0	2214
0	0
0	0
0	1
0	325
0	28631
0	28660
121	25871
0	27509
0	28353
0	20027
0	8614
0	8762
0	7509
0	6091
0	5229
0	3032
0	2863
0	2815
13	2577
74	2712
3	276
0	0
6	0
0	0
1	695
0	75
0	0
0	3
0	6
4	75
1	9
0	4
0	6
0	0
0	0
18	229
0	4
0	3
0	3
0	3
0	3
0	3
0	2
0	2
0	1
0	0
115	1665
0	0
0	7
153	301
0	0
0	0
0	0
0	0
0	27
18	82
0	55
1097	1965
2	1722
0	1117
1148	1209
0	706
0	1208
0	870
1	0
12	236
0	236
0	231
0	0
0	0
170	2425
1	83
113	174
0	407
2	357
2	6
0	67
0	564
0	564
0	572
3	3
0	251
0	251
0	24
1	27
0	1
0	0
20	0
14	15962
2	15571
12	7950
233	14594
0	16033
0	861
0	1
1	390
0	0
1820	1728
41	1728
4	1327
0	707
0	0
0	0
9	84
20	196
0	195
0	175
0	23
4	10
2	159
4	1504
0	1164
1	172
0	4
1	0
0	0
0	0
0	644
1	167
9	63
53	2405
6	285
199	2228
0	64
0	417
0	358
17	840
0	208
2	479
0	147
0	2
0	0
0	0
76	837
0	1557
111	2866
0	706
0	2535
0	2521
0	2519
1	0
0	59
0	130
0	128
0	477
0	68
0	1
0	2
0	22
0	0
0	1134
2	616
0	7
0	135
0	135
0	2
0	5448
3	118
3	2543
2796	13794
0	5504
18	3777
5	6263
9	2175
0	5971
0	2736
0	0
0	144
0	84
3	224
4	407
0	107
9	313
0	139
15	462
0	323
0	231
3	42
132	2311
1	155
41	201
0	86
0	20
882	177
2	177
2	15
3	0
758	1383
0	109
4	111
70	1163
6	69
13	852
12	251
0	144
4	0
29	2
0	0
0	174
0	2
0	2
0	0
0	1
0	0
0	1239
10	5004
0	4098
0	1864
0	1895
1	2773
1	778
8	2322
0	1679
0	1540
0	3386
0	2002
0	1496
0	1556
0	1955
0	1851
0	1317
0	2063
4	477
0	1103
0	1188
0	943
0	1047
0	462
0	342
0	896
0	656
0	184
0	53
1	43
1	805
0	173
0	1987
0	524
0	290
1	79
0	73
0	0
0	0
5	65
0	0
14	133
0	85
6	357
112	719
0	256
0	166
0	333
1	138
0	2587
0	2758
23	2410
0	231
33	431
0	480
0	293
0	1086
15	120
0	244
2	784
91	0
1	37
6	37
18	2008
1795	2264
0	434
1	468
2	327
21	256
0	83
0	3
0	3
0	0
1	0
0	0
0	0
0	253
481	512
0	107
0	81
2	42
0	59
3	0
0	0
1	0
1	2
0	2
0	0
0	17
4	473
1	710
42	618
4	182
0	196
0	105
0	35
5	798
0	362
0	1027
3	521
0	1009
0	480
0	799
0	284
9	243
180	2731
3	736
0	1294
0	491
0	488
0	436
0	397
0	346
2	263
7	250
4	229
5	130
9	1137
0	1688
5	1111
0	1062
71	123
0	1535
3	1841
0	1606
0	1874
0	1246
0	1404
0	1219
0	1479
0	696
16	580
0	6
4	118
0	6
0	5
0	5
0	1
0	6
1	46
0	1779
0	1681
0	1775
0	1285
0	568
0	498
0	535
1	532
0	423
0	425
0	285
0	143
1	127
0	134
0	103
21	73
0	139
0	44
1	3
1	1113
0	1133
7	440
45	609
0	454
0	125
2	114
2	148
16	54
11	79
0	3
0	10
0	0
0	0
0	0
0	3
0	0
0	28
0	8
0	43
0	0
0	0
269	1623
0	1601
16	1451
0	261
1	120
0	146
0	197
240	854
6	236
0	224
0	100
4	779
1	5595
5	184
0	5742
0	183
3	373
2	392
0	0
0	165
20	350
1	320
0	283
0	68
1	208
0	112
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	5
0	0
0	0
0	142
0	142
0	0
0	0
0	0
0	0
0	7738
0	7741
1	34
0	88
0	6241
0	2662
1	2475
1	873
1	289
0	260
0	3249
0	3401
0	1637
0	83
0	229
0	229
2	1849
6	245
2	336
0	204
0	13
0	0
1897	1461
2	609
2	1159
128	309
0	0
3	0
5	0
0	0
0	0
0	0
0	0
208	699
1	70
2	430
0	0
0	0
0	0
0	0
0	0
0	0
0	716
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	308
0	0
0	0
0	0
0	0
0	509
0	0
0	0
0	0
0	0
0	308
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	828
0	828
0	812
0	828
0	103
1	315
0	216
1	445
0	403
0	202
0	341
0	232
0	0
0	2
0	0
0	32
0	107
0	2330
2	2081
0	264
0	43
0	27
0	2298
0	2286
3	41
0	41
1	131
0	35
4	38
1	7
2	834
142	1124
0	827
0	820
66	2073
0	380
0	2095
15	810
0	0
0	0
0	0
0	5
128	107
0	81
31	67
0	858
0	831
0	190
11	849
1	836
0	881
0	1
0	1
0	0
1	0
0	1825
0	71
0	1686
0	32
0	93
5	82
0	45
0	60
0	3
20	63
0	56
11	1513
43	1307
0	1404
0	1494
5	325
52	341
3	1007
5	604
1	323
3	118
9	100
2	38
0	0
26	611
4579	2503
4	2503
0	3
4	340
0	0
0	3
0	0
0	0
1	56
0	0
0	2
0	0
0	2
11	469
0	478
1	389
0	463
0	170
1	277
0	234
0	188
0	139
0	90
0	53
9	509
3	1546
0	1584
0	1581
3	582
8	462
0	80
1	50
2	138
0	214
0	0
0	0
11	260
11	301
1	2641
0	0
0	0
2308	1731
0	217
1	77
0	694
0	116
0	35
0	770
0	0
1	1870
5	1861
0	150
0	1792
2	622
0	0
0	0
0	0
21	179
0	3
1	3
0	0
0	0
0	0
0	72
0	79
0	73
0	60
0	2756
0	59
0	75
0	2748
0	134
0	103
0	142
1	3213
0	1651
1	69
1	153
0	2569
13	1836
14	3168
73	325
4000	423
0	110
0	165
0	131
0	209
0	0
1	184
0	190
0	748
1	683
0	734
0	191
2	49
0	105
0	93
18	106
0	82
1	192
0	139
4	85
0	148
0	125
0	0
0	0
0	0
0	0
14	88
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	125
0	0
0	128
0	8
0	82
0	128
0	44
1	29
0	144
4	262
3	201
0	37
61	50
0	50
7692	4805
12	796
0	2161
6	1760
77	0
18	0
0	0
34	771
306	771
0	280
1	184
5	120
0	121
26	63
21	81
26	81
87	22
0	22
3	1550
1198	636
2	440
0	440
7	458
1	130
0	4769
0	1347
4	4750
0	783
2	240
0	846
0	1345
0	4745
0	1010
0	1014
0	0
4	38
0	0
0	0
4	47
0	0
0	2126
0	715
0	1121
13	6
3	1962
0	423
0	247
0	1789
0	937
13	2250
0	764
7	313
20	23
11	400
1	189
0	269
50	410
1	17
0	13
0	325
1	29
3	131
0	107
0	0
0	0
0	0
0	15
156	8940
0	5558
3	5547
26	108
3	400
83	234
150	204
0	0
2	724
1	886
2	927
35	856
4	625
3	432
17	269
0	17
48	427
0	43
1	30
0	815
0	10
0	170
3	24
0	8
0	43
3	283
524	1666
0	1200
0	833
0	413
0	155
84	502
0	296
0	147
0	111
1	147
0	305
13	253
0	1
0	6
0	238
0	349
0	297
0	392
0	103
0	11
0	0
0	3
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
34	131
0	116
0	135
0	0
0	0
0	645
20	608
0	658
0	284
5	217
0	220
1	0
0	3033
0	2740
0	3043
1	1477
0	1057
1	524
19	605
0	330
0	950
4	139
0	313
1	588
0	359
0	356
0	314
11	2574
4	841
1	841
0	1716
0	1609
4	1209
3	1198
3	577
16	24
0	15
1	43
0	7
36	5
0	5
1	0
391	1148
9	116
0	1013
79	1024
17	0
0	0
0	117
0	0
2	0
0	0
0	0
0	0
0	0
3515	6669
0	1853
11	4960
4	1603
19	1526
0	11
0	1447
1	1409
0	1214
8	117
4	107
40	500
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
583	161
1	59
0	0
0	5
13	5
0	5
0	0
0	1016
0	446
0	702
0	736
0	404
2	75
2	130
0	0
0	0
2905	941
2	397
0	780
24	551
1780	10133
29	1245
32	4107
131	942
0	751
0	209
0	859
8	220
4	368
31	274
19	1293
4	2082
0	3856
1	281
0	93
2	2391
0	30
12	0
31	1609
5	729
0	1475
0	1365
5	334
1	205
0	208
0	382
2	148
0	162
6	126
0	94
0	26
607	866
3	89
1	135
12	122
0	254
0	253
0	35
27	169
0	0
40	1778
0	1621
0	948
5	600
2	629
0	0
0	1166
6	1162
0	1100
0	1112
0	308
28	79
0	4864
0	5292
7	5211
7	3913
0	3117
0	1651
1	1192
0	1284
21	1215
0	0
0	898
2	1192
8	367
0	1381
2	24
2	1418
0	935
0	934
20	691
0	29
0	887
0	0
0	0
0	2410
0	685
0	1132
0	747
0	3055
0	637
0	3057
53	3057
0	685
0	3055
0	507
0	3055
0	998
0	3055
0	1236
0	1258
0	685
2	1141
0	0
2	1400
12	1046
3	830
0	64
0	453
2	286
2	100
1	164
1	0
0	0
453	486
0	26
0	2
0	0
1	0
0	2
0	2
0	2
0	1
0	2
0	2
0	2
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
1	25
0	0
1	0
0	0
0	10
4	10
3	209
0	0
0	0
2	0
5191	0
0	0
0	0
0	0
0	0
0	0
0	0
0	219
0	0
0	0
0	0
0	0
0	0
0	55
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
70	45
0	32
1260	0
0	1
0	0
4	17
0	17
482	1536
18	1464
0	1174
0	39
76	1210
0	6580
0	6576
0	6579
4	550
0	1327
9	762
0	1
0	17
0	18
0	29
0	33
4	33
0	12
0	9
0	11
0	0
0	7
0	7
0	6
0	3
0	3
0	3
0	3
0	0
2	3878
74	3510
0	844
7	312
0	814
0	1192
12	1005
0	431
36	421
1	425
2	244
0	134
0	247
2	54
0	3089
0	3415
0	3561
27	3522
0	3358
1	346
1	334
1	3
4	968
0	636
10	458
0	194
1	19
30	109
0	0
0	0
6	0
0	7
0	0
1243	8690
1	6005
0	7220
1	1006
0	4903
1	4497
5	4702
12	3114
3	608
0	1049
0	756
2	551
10	418
2	409
3	0
11	0
0	149
0	4
0	3
0	6
17	726
10	815
0	8
0	1442
1	18
11	2539
61	130
3	108
1	2332
2	245
0	2416
5	1496
0	42
0	1441
0	1040
0	656
0	0
13	1549
0	284
0	1392
0	1266
0	1206
0	432
10	936
0	0
0	251
0	254
7	256
0	250
0	258
8	255
0	252
0	182
0	45
0	28
0	8
0	2
0	1
0	1372
0	1486
43	750
0	119
0	1315
0	237
0	76
4	174
0	201
0	172
30	591
6	202
0	156
0	187
0	92
1	0
12	2
0	0
0	2
13	1556
1037	1901
4	165
0	294
0	211
0	26
0	74
0	32
3	18
0	35
1	11
1	18
0	27
0	30
1	13
0	5236
1	0
0	0
0	0
2	1
0	0
0	0
0	57
0	57
0	7
0	0
0	0
0	0
0	0
0	7
0	0
0	7
0	7
1	192
0	143
0	145
1	144
0	57
0	56
0	107
2	143
0	10
0	143
1	65
3	425
0	53
9	11469
1	1
0	45
0	8515
49	8528
27	3123
4	2950
0	2391
3	29
0	0
878	97
7	54
0	54
17	0
0	0
0	3353
3	5
0	477
0	2696
0	2616
0	326
0	2700
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	537
0	1547
656	1714
6	1781
1	1604
0	435
0	48
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	3
1	3696
0	3747
78	3653
1	257
4	1239
110	1020
0	87
0	0
1	2
0	3054
0	3054
6	1246
4	359
0	104
0	0
0	0
0	0
5	30
1	698
0	99
22	112
0	9
9	3138
0	4
0	879
67	4329
0	4432
0	1877
8	4474
0	4474
0	3664
0	3545
0	1802
0	1246
0	1847
0	289
173	1138
35	1138
0	14
0	23
61	25
0	8
0	20
0	11
0	2
9	8
156	1071
8	1023
4	335
0	246
0	245
1	95
0	0
0	1689
0	2591
0	1269
0	685
6	1901
0	1858
26	483
0	481
2	275
0	352
0	217
0	45
438	87
1	23
0	0
3	1059
1	684
23	442
0	17
1	228
1	213
0	0
0	0
0	19974
184	17477
2	20044
7	20043
7	19980
3	16839
2	2377
0	2377
0	1665
2	135
78	13
0	13
235	776
17	150
0	720
531	2866
0	885
0	1143
7	1578
0	1516
0	1757
0	1260
4	429
7	2482
0	1576
0	1500
0	1566
0	1566
0	730
0	1529
44	269
0	815
0	789
0	467
0	605
0	614
0	578
3	233
7	253
0	226
0	113
2	1156
3	998
1	1143
0	805
17	375
5	186
22	475
5	159
0	100
2686	8
12	660
0	243
0	0
0	0
0	2598
0	2248
2	405
52	2318
1	1181
0	312
38	1095
0	1055
0	1161
4	880
1	526
0	898
0	671
286	1886
0	1909
698	1732
0	685
4	727
0	437
0	127
8	298
0	155
0	0
0	0
0	58
4	62
0	2
4	7
1	5
323	0
195	1685
0	88
0	94
0	37
0	19
1	6
3	0
2	1717
0	1084
0	253
4	1674
2	184
0	1051
1	1119
1	187
9	197
0	1143
0	1141
0	1081
52	1397
2	403
0	175
0	121
1	44
0	95
0	79
0	31
0	7
0	1034
1634	1013
15	260
3	616
8	949
6	243
50	281
0	759
0	847
6	777
0	783
267	1311
0	307
0	844
0	238
0	246
0	130
0	174
2	2
1	250
0	250
0	0
0	0
0	0
0	366
0	320
0	3635
0	214
0	567
0	195
31	472
0	3480
1	409
0	3205
0	3498
6	2416
0	409
0	253
0	438
5	781
0	981
0	482
3	446
0	184
7	380
3	392
0	0
879	2528
0	823
0	2528
0	372
0	0
0	1436
23	1436
0	894
0	221
0	21
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
2	229
2	363
303	1284
2	1011
3	349
19	616
4	1130
1	0
0	1548
0	693
0	2481
0	876
0	915
0	1912
54	1995
0	1615
0	372
0	532
0	215
0	1653
0	587
0	469
1	413
0	384
12	376
9	70
3	61
1	84
48	81
29	33
6	0
3	61
0	0
0	303
0	4
0	303
0	4
0	0
0	4
0	4
0	4
0	4
0	4
1	1183
0	64
1712	2588
5	2043
1	1459
1	2217
17	1410
0	240
0	14
0	9
1	14
0	4
0	8
0	10
0	10
0	10
0	4
0	1
0	1165
0	970
23	1215
0	1174
0	149
47	2667
0	76
90	2815
0	140
3	368
0	846
0	824
14	0
0	205
0	216
0	151
0	16
0	338
1	19
0	54
0	77
0	24
0	3795
6	3806
0	3809
0	2816
0	649
0	255
0	185
2	7
2	7
21	49
0	439
0	1402
0	362
0	329
0	1316
0	384
0	627
32	176
0	575
0	518
0	513
0	938
1	1340
0	248
0	332
1	1421
7	579
0	504
4	446
6	1401
103	1547
1	435
10	1217
0	1
0	35
0	5
8	54
1	0
526	157
0	0
4	385
0	618
0	1330
5	1330
32	1365
0	1263
0	1199
0	605
0	339
0	0
0	2
0	0
219	1096
0	1096
1	110
0	94
0	66
0	106
0	117
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	847
0	2
0	0
1	0
0	0
0	0
0	394
0	115
4	376
2	279
2	1827
0	0
0	0
2	3
0	3
0	0
0	0
0	0
0	0
48	354
3	354
0	2594
2	574
0	372
43	220
7	2563
7	945
0	2572
5	2542
26	203
3	381
0	397
0	811
10	139
7	324
0	0
0	1
0	1
0	1
0	0
0	0
15	814
1	183
0	504
0	792
0	795
0	26
0	593
0	504
0	18
10	74
0	0
922	2755
10	2753
8	2320
0	4165
2	2585
0	4000
0	3040
0	3638
0	3213
0	3040
0	3205
1	3706
0	1550
0	1134
0	1016
0	796
0	989
13	577
4	2
0	0
0	2
2	1048
0	1049
13	161
3	138
0	908
0	107
0	107
0	175
0	130
0	198
0	41
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	29
5	265
0	8
0	1225
1	268
0	10
0	85
0	492
0	569
0	410
20	239
0	54
3	1252
0	206
0	158
0	156
0	75
0	95
1	115
0	159
0	223
0	129
5	54
2	119
0	134
0	223
0	1022
0	151
1	2895
0	0
2	958
0	2730
0	3350
0	2668
0	4068
0	6068
0	4132
0	6456
95	3697
17	1894
0	0
2	127
0	160
0	2614
0	230
0	2542
0	2083
0	252
0	2542
3	245
1	1368
1	2484
1	145
0	1858
0	68
0	229
0	153
0	106
0	317
1	145
1	531
0	0
0	0
0	1
0	0
0	0
0	0
0	0
37	0
0	2897
0	153
22	3570
0	2504
0	67
0	2573
0	1157
0	3333
0	264
4	459
0	144
19	556
0	428
0	1700
1	403
4	1560
19	1493
18	108
7	457
2	1024
0	202
11	1022
0	282
0	0
634	335
0	314
0	148
2	169
22	71
16738	26
0	0
121	1568
0	204
0	153
0	205
0	27
0	98
298	194
1	115
7	2295
2711	4801
1	2286
3	787
0	0
69	814
0	814
0	3181
0	0
0	31
439	213
2	213
1040	0
17	1885
247	3027
0	438
1	649
9	1173
0	229
1	150
0	303
0	3441
0	99
0	2
0	4020
1	3981
1	2829
93	3497
0	481
0	0
0	89
0	1396
0	1396
0	1346
0	1396
0	125
0	549
0	346
0	761
0	506
27	1265
14	1226
0	1
4	2773
0	2620
0	3019
0	3013
5	2893
0	305
3	3058
78	2185
0	1341
0	1092
0	1126
6	2696
3	466
5	3685
1	3669
12	669
0	3455
0	362
22	292
