UniqueCount	AmbigCount
0	521
0	456
1	463
0	119
0	275
0	244
5	293
1	103
1	132
0	0
0	10
0	4
0	10
0	10
0	0
0	10
0	0
0	2
11	1108
44	1074
8	852
0	647
2	51
2	140
0	171
6	49
59	191
0	102
28	90
0	85
3	21
0	0
10	588
7	322
0	242
0	410
2	434
0	1463
0	1897
0	1896
0	1562
0	1249
0	1897
0	686
0	1761
0	1568
41	1834
0	1382
1	1552
0	1894
0	1594
0	1474
0	1581
0	1662
0	745
0	551
1	543
0	1319
0	569
0	740
0	542
0	319
0	437
0	657
0	159
7	254
0	568
0	434
0	407
0	487
0	434
0	433
0	99
0	78
0	298
0	381
0	360
0	308
0	302
0	292
0	201
0	163
0	179
0	188
0	68
0	70
1	0
0	0
4	0
0	283
424	364
4	150
9	0
0	1584
40	1619
0	1194
1	434
0	440
5	336
3	158
9	141
0	0
0	2
0	3
0	9
0	8
0	9
0	2
0	2
0	2
0	1
1	1
0	2444
27	2372
1	2374
0	2423
2	739
0	164
0	0
257	3578
2	3923
38	2821
7	4426
0	6195
0	4299
0	3399
0	5123
0	4846
0	2673
0	2978
0	1187
4	1070
13	718
1	1034
0	1394
43	309
1	759
18	212
1	425
0	195
0	464
12	505
0	68
0	69
1	485
1	503
0	210
3	1721
0	1078
30	1542
8	525
3	951
1	464
0	1
25	414
14	2306
1	2395
0	2591
0	1605
20	1104
22	0
0	0
3	13
1	11
2	12
2	18
1	247
1	1336
26	1533
0	122
75	953
0	83
10	24
9	1158
56	1083
0	281
18	695
100	605
1	93
0	83
0	1663
0	1658
0	1557
0	1557
7	111
1	313
3	347
0	0
0	0
0	0
324	2791
8	2069
2	1012
555	833
4	1091
47	3654
0	0
193	0
274	6
0	342
0	347
0	337
0	347
5	353
0	338
0	342
7	660
0	34
2	326
0	39
0	305
0	53
1	33
0	38
0	345
0	167
0	20
0	321
0	299
2	18
0	10
0	305
1	30
1	18
0	30
0	35
0	136
0	101
4	172
0	119
0	97
0	36
0	3
2	32
3	35
0	32
0	28
0	31
0	23
0	15
0	12
98	2001
0	1991
0	1628
0	1849
0	1720
2	1690
0	1700
0	1690
0	448
14	0
0	331
0	2089
0	2054
29	671
16	895
0	62
0	17
0	36
0	1770
0	693
0	1516
0	1646
0	1569
0	1685
0	1589
0	1641
0	1677
0	1667
14	341
0	448
0	242
0	149
0	467
0	175
0	216
0	333
2	344
0	215
0	101
0	58
7	54
44	2133
2	0
3	100
0	0
0	0
0	319
0	322
50	1459
0	138
0	247
0	170
0	3784
0	3676
4	3542
20	1792
0	210
0	923
1	421
0	320
0	657
0	445
0	272
0	528
15	804
0	727
0	703
6	465
2	1
11	9112
0	8667
0	9431
30	1966
0	3362
0	2047
1	2147
0	1410
0	187
0	666
6	0
0	1
0	1
0	2
0	1
0	79
0	77
0	29
1	29
2	26
0	13
0	998
0	1365
22	619
0	545
0	98
15	708
0	515
0	92
52	773
8	86
1	18
0	2
0	0
0	0
0	0
0	2
0	0
0	0
0	2
0	2
0	0
0	0
0	2
0	0
0	0
11	466
0	4
0	0
0	0
0	2
0	0
1	0
0	1209
0	247
3	110
3	41
0	41
1	49
0	1056
1	100
0	889
0	160
0	222
0	169
0	218
0	171
1	286
4	240
0	194
1	137
0	105
0	231
0	117
0	966
0	208
3	733
7	743
0	159
9	375
8	0
1	0
0	310
1	1199
2	480
0	479
0	397
29	1078
0	479
0	595
0	617
8	739
5	575
0	473
0	443
0	0
11	7
0	0
1025	93
0	2
0	29
2	64
70	339
1	311
15	308
0	86
11	291
0	138
192	244
0	241
28	176
0	56
0	57
0	0
105	11
0	11
3	36
1	4103
0	1332
0	4567
0	1871
39	343
1	3364
7	1620
242	2365
20	1210
30	797
0	739
0	765
0	741
0	272
0	101
3	65
0	63
0	80
33	14
1	926
0	841
1	841
0	998
0	720
9	755
0	565
0	0
0	0
0	657
0	643
0	482
3	147
10	69
0	46
4	49
6	129
0	171
1	60
0	20
0	13
18	0
0	108
0	108
0	116
0	42
119	157
4	59
19	120
1	69
0	553
0	669
9	668
0	670
0	608
0	1493
0	1310
9	430
0	449
142	564
99	1810
0	1678
0	374
1	584
7	27
3	342
0	24
24	0
0	450
0	438
0	1713
0	1668
0	1744
0	1678
0	321
0	245
0	617
0	1707
0	587
0	261
0	227
0	324
0	1671
2	220
13	1478
0	40
0	46
0	18
0	19
0	6
3	6
0	0
0	0
0	0
0	0
109	23
0	23
33	7
259	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	58
0	0
0	0
1	100
0	0
148	370
0	370
3	361
0	65
5	40
0	61
45	292
3	0
2	53
0	67
0	11
0	49
0	14
0	12
0	6
0	0
15	0
244	2783
0	2769
48	538
11	538
188	261
2	335
0	169
0	116
0	66
0	241
0	176
3	53
0	2045
0	1829
0	925
0	1905
0	1867
0	712
0	674
0	888
0	848
0	2008
9	467
4	88
0	804
0	548
0	0
0	0
0	94
0	30
0	305
0	213
0	309
0	563
0	179
0	19
0	368
0	20
0	361
0	418
0	468
0	442
0	247
0	315
0	285
0	289
0	333
0	389
0	292
0	59
0	128
0	31
0	239
0	216
8	273
0	182
0	32
0	0
1	84
0	0
0	0
0	36
2	30
5	35
0	17
1201	382
0	291
1	109
0	0
1	0
161	1336
1	60
1	95
2	89
0	43
0	49
0	237
0	22
0	125
0	35
0	137
0	14
0	435
0	435
0	436
0	442
0	434
0	434
0	433
0	431
0	22
0	16
0	30
5	790
0	791
132	764
0	0
13	911
2	125
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
3	735
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
36	175
254	178
0	9
0	0
0	0
0	12
0	0
0	0
6	2
0	1
0	0
0	0
0	0
1	14
0	0
0	0
0	0
12	373
15	408
0	1021
4	1097
1	1108
0	893
6	68
3	109
80	96
0	532
12	110
0	24
8	160
0	0
0	46
0	10
0	3
0	158
0	158
0	26
0	30
14	44
0	12
0	158
0	2
2	13
0	154
0	51
0	4
5	20
0	0
0	0
0	0
0	0
0	0
0	0
0	1874
1312	4111
86	4111
1	4024
0	3176
1	2938
0	1886
4	1884
28	0
69	196
3	48
65	1199
66	80
20	1147
0	40
2	15
0	131
0	141
342	2960
0	28
26	2490
1	1421
0	232
0	114
0	8
0	0
1565	0
0	953
0	940
1	932
19	933
0	933
0	934
0	980
0	980
0	590
4	94
11	0
7	940
0	82
0	47
890	1009
0	328
14	167
0	704
22	455
0	704
0	38
0	54
0	117
0	60
0	55
0	279
0	298
1	153
0	44
1	335
2	51
0	95
0	122
1	204
0	101
0	0
0	2
1	384
0	768
57	933
0	454
0	457
0	441
0	456
0	415
0	308
0	204
0	287
0	259
0	217
0	294
0	227
4	54
0	184
0	141
0	127
0	135
0	54
4	1259
0	1279
0	1279
0	1282
0	1281
0	1296
17	807
0	1017
0	1096
0	1099
1	1099
0	829
0	1
160	1191
0	34
3	21
0	4
0	21
0	0
0	20
0	6
0	6
0	4
0	0
0	185
0	163
0	563
0	144
46	391
20	294
0	270
0	150
0	2243
39	2401
0	462
4	386
0	369
0	225
521	148
0	148
41	175
0	0
0	165
3	53
0	114
1	119
4	97
0	31
7	1181
0	626
0	1641
1	986
0	244
0	296
0	275
0	83
3	157
0	108
0	80
2	113
0	0
0	41
0	0
0	0
1	1813
1	0
8	189
0	321
0	343
0	397
2	216
1	317
0	339
0	305
0	164
0	195
0	189
0	173
0	27
0	10
0	7
0	3
0	0
0	0
0	0
3	0
0	0
0	0
0	0
4	6
0	0
0	0
1912	708
15	723
0	364
1	0
0	200
0	945
0	934
0	945
0	924
0	48
3	19
1	40
0	65
0	0
0	1
0	0
0	0
13	168
0	3
0	0
0	0
0	0
0	2514
0	997
0	3346
0	3338
0	2832
6	1235
0	3307
0	2855
3	3297
0	2700
0	0
12	8
2	276
2	4
5	194
779	951
80	802
1	630
5	437
3	5
0	2729
0	0
1	0
0	0
0	0
0	3
0	0
0	11
0	11
0	10
0	4
0	0
4	4962
2	4670
0	222
0	1251
8	3129
30	3390
0	380
2	176
0	275
0	43
1	38
5	28
1	130
2	362
0	31
1	61
6	39
24	47
0	0
0	0
0	0
0	0
0	928
0	1267
0	0
0	0
0	0
1	201
0	24796
0	24820
40	22266
0	23869
0	24528
0	16994
2	7283
0	7330
0	6269
0	5172
0	4322
0	2633
1	2479
1	2429
9	2273
33	2337
2	238
0	0
2	0
0	0
0	563
0	47
0	0
0	0
0	0
2	90
0	0
0	0
0	0
0	0
1	0
4	215
0	0
1	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
49	1253
0	0
0	2
91	268
1	2
0	2
0	0
0	1
2	32
31	103
0	71
640	1277
0	1069
0	722
885	867
0	512
0	867
0	631
2	0
13	197
0	197
0	191
0	0
0	0
118	1687
2	90
75	102
0	240
1	218
1	2
1	45
0	504
0	506
0	515
2	2
0	221
0	223
0	11
0	27
0	0
0	0
17	0
7	12431
0	12058
5	6335
150	11247
0	12478
0	625
0	0
0	457
0	0
1406	1377
59	1378
1	1045
0	582
0	0
0	0
11	68
16	143
0	142
0	134
0	20
4	5
4	109
11	1200
0	847
1	178
0	12
0	0
0	0
0	0
0	495
1	88
0	19
28	1897
1	232
202	1754
1	54
0	279
0	278
4	629
0	172
0	367
0	128
0	2
0	0
0	0
79	618
0	1148
77	2179
0	532
0	1935
0	1925
0	1922
0	0
0	36
0	94
0	94
0	387
3	59
0	0
0	1
0	27
0	0
1	824
1	430
0	3
0	98
0	98
0	3
0	2857
2	66
1	1354
1539	7447
0	2907
19	1999
2	3413
8	1169
0	3281
0	1600
0	0
0	147
1	90
4	210
1	414
0	130
13	311
0	135
10	438
0	334
1	234
6	50
126	1789
0	176
37	237
2	76
0	15
661	125
1	125
0	12
0	0
622	788
0	88
3	68
40	632
7	33
8	459
9	149
0	61
2	0
31	1
0	0
0	125
0	1
0	1
0	1
0	1
0	0
0	855
7	3633
0	2916
0	1271
0	1300
0	1952
0	524
6	1618
4	1185
0	1086
0	2431
0	1360
0	1057
0	1087
0	1335
0	1259
0	895
0	1403
0	348
0	767
0	808
0	612
0	724
0	320
0	205
0	636
0	453
0	136
0	38
0	22
0	594
0	139
0	1370
0	356
0	192
0	69
0	76
0	0
0	0
0	67
0	0
15	103
0	75
1	481
172	976
0	381
0	242
0	432
0	175
0	2149
0	2255
21	1811
0	174
27	321
0	352
0	281
0	779
10	94
1	200
1	586
57	0
1	35
3	35
14	1757
1507	1998
0	359
0	419
1	309
8	241
0	74
0	0
0	0
0	0
3	3
0	3
0	0
0	217
404	359
0	92
0	99
1	34
0	68
0	0
0	0
1	1
6	3
0	2
0	0
1	15
9	388
0	482
21	404
0	132
0	148
0	79
0	23
2	477
0	178
0	645
0	255
0	635
0	243
0	478
0	217
2	140
60	1357
0	271
0	531
0	366
0	366
0	331
0	287
0	248
0	182
2	180
5	157
3	94
8	767
0	1958
4	1250
0	1208
80	128
0	1670
5	2069
0	1771
0	2124
0	1347
0	1582
0	1316
0	1620
0	806
10	661
0	1
4	104
0	1
0	1
0	1
0	0
0	1
1	26
0	1202
0	1116
0	1202
0	836
0	315
0	283
0	313
0	304
0	242
0	259
0	173
0	85
0	69
0	101
0	70
13	44
0	109
0	24
0	6
0	809
0	821
6	300
31	426
4	310
2	80
1	76
4	100
14	32
5	62
0	2
0	3
0	0
0	0
0	0
0	2
0	0
0	26
0	6
0	25
0	0
0	0
266	1665
0	1654
22	1515
0	280
0	127
0	152
1	206
235	898
3	238
0	241
1	94
1	701
3	4809
1	132
0	4905
0	116
3	272
2	285
0	0
0	97
32	241
4	204
0	194
2	28
1	148
0	94
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	7
0	0
0	0
0	80
0	80
0	0
0	0
0	0
0	0
1	5580
0	5581
0	14
0	45
0	4366
0	1621
0	1524
0	556
1	178
0	160
0	2489
0	2881
0	1230
0	68
0	131
0	133
36	1856
1	203
3	306
2	147
0	12
0	0
2986	2271
3	1023
0	1705
65	459
3	0
2	0
23	0
0	0
0	0
0	0
0	0
217	691
5	67
2	476
0	0
0	0
0	0
0	0
0	0
0	0
1	602
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	263
0	0
0	0
0	0
0	0
1	426
0	0
0	0
0	0
0	0
0	263
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	432
0	432
0	423
0	432
0	30
0	112
0	81
0	212
0	181
0	74
0	151
0	119
0	0
0	1
0	0
1	24
1	95
0	1887
1	1635
0	230
0	22
0	16
0	1864
0	1852
0	15
0	30
0	87
0	26
0	28
0	6
1	594
107	812
0	588
0	527
72	1560
0	251
0	1583
9	517
0	0
0	0
0	0
0	11
62	65
0	56
16	45
0	534
3	524
0	124
2	527
1	510
0	544
0	0
0	0
0	0
0	0
0	2226
2	77
0	2069
0	31
0	128
4	118
0	42
0	80
0	9
29	72
0	63
21	1838
37	1599
5	1743
0	1832
2	318
32	399
3	1305
10	724
0	412
4	161
0	153
0	39
0	0
37	561
3855	2090
2	2090
0	2
0	394
0	1
0	2
0	0
0	0
2	32
0	0
0	0
0	0
0	0
9	431
0	442
0	356
0	422
0	140
0	278
0	210
0	198
0	129
0	93
2	65
6	481
1	1386
0	1426
0	1418
3	561
2	411
0	92
0	52
1	133
0	201
1	0
0	0
17	174
26	234
1	2440
0	0
0	0
1988	1284
0	193
2	78
0	524
0	100
2	17
0	541
0	0
0	1404
1	1397
0	101
0	1357
1	437
0	0
0	0
0	0
12	153
0	7
0	2
0	0
0	0
0	0
0	133
0	146
0	141
0	118
0	3299
0	115
0	144
0	3289
0	259
0	209
1	283
4	2640
0	1850
1	151
0	287
0	1617
3	1299
13	1974
118	286
2338	276
0	50
0	78
0	76
0	159
0	0
3	91
0	99
0	450
0	420
0	443
0	154
2	36
0	72
0	56
9	64
0	47
2	123
0	87
1	40
0	90
0	67
0	1
0	0
0	0
0	0
7	78
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	16
0	0
0	16
0	0
0	11
0	16
0	4
3	26
0	7
0	25
1	21
0	6
32	35
0	35
4299	2701
5	496
0	1200
1	947
56	0
13	0
0	0
9	263
51	263
0	96
3	70
1	39
0	42
12	19
6	23
13	23
115	29
1	29
2	551
789	492
0	348
0	348
0	329
2	84
0	3516
0	969
1	3508
0	520
0	154
0	574
0	971
0	3508
0	697
1	686
0	0
1	35
0	0
0	0
1	29
0	0
0	1809
0	563
0	887
8	10
0	1688
0	382
0	204
0	1499
0	753
9	1896
0	597
13	232
21	30
17	192
0	49
0	75
12	297
0	8
0	7
0	260
1	16
1	71
0	55
0	1
0	0
0	0
0	12
87	6230
0	3727
1	3695
25	71
0	348
71	242
136	138
0	0
0	242
2	306
10	336
16	334
5	255
0	283
11	162
0	17
36	290
0	47
0	23
0	652
0	9
0	111
5	20
0	5
0	47
3	79
408	616
0	344
0	192
0	81
0	26
28	114
0	60
0	45
1	49
0	49
0	174
16	145
0	1
0	2
0	183
0	250
0	198
0	267
0	66
0	7
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	1
0	0
0	0
12	74
0	60
1	69
1	0
0	0
0	479
10	452
6	494
0	210
0	158
0	150
1	0
0	1887
1	1698
0	1900
0	909
0	648
4	340
9	374
0	190
0	587
1	105
0	194
0	364
0	225
0	218
0	178
7	2018
2	644
0	644
0	1347
0	1244
1	950
0	952
2	468
14	52
0	36
0	70
0	15
61	3
2	3
0	0
597	1652
17	152
0	1493
130	1484
59	0
0	0
3	96
0	0
0	0
0	0
0	0
0	0
0	0
2935	5238
1	1422
5	3926
4	1001
14	924
0	5
0	895
0	872
3	747
4	64
8	58
44	353
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
450	152
3	83
0	0
2	18
54	16
0	18
0	0
0	794
0	537
1	850
0	902
0	485
3	82
2	131
0	0
0	0
1954	547
0	251
0	458
27	500
1370	8411
17	1157
27	3602
84	865
1	659
1	194
0	696
3	174
10	311
34	241
15	1053
0	1593
0	2995
0	203
0	77
0	1886
0	36
7	0
15	1386
10	674
0	1261
0	1172
3	294
0	181
0	154
0	301
1	112
0	164
3	104
0	66
0	17
421	707
0	63
1	129
17	121
0	293
0	292
0	28
32	191
0	0
76	2061
1	1877
0	1091
4	736
5	677
0	0
0	1046
7	1042
0	971
0	976
0	335
30	43
0	5021
0	5492
6	5356
5	4048
0	3282
0	1740
0	1267
1	1381
30	1259
0	0
0	928
1	1113
6	381
0	1332
0	24
1	1207
0	969
0	955
14	766
0	27
0	920
0	0
0	0
0	2457
0	737
0	1177
0	788
0	3179
0	698
0	3183
49	3183
0	737
0	3179
0	564
0	3179
0	1018
0	3179
0	1325
0	1327
0	727
6	943
0	0
2	959
7	737
0	532
0	33
2	346
0	216
7	57
0	127
0	0
0	0
356	444
0	6
0	0
0	0
0	0
0	46
0	42
0	46
0	42
0	46
0	45
0	28
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	16
0	0
0	1
0	1
0	14
1	14
1	159
0	0
0	0
2	0
5899	0
0	0
0	0
0	0
0	0
0	0
0	0
0	226
0	0
0	0
0	0
0	0
0	0
0	34
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
68	30
0	24
1100	0
1	3
0	0
0	14
0	14
532	1570
18	1483
0	1202
0	53
86	1032
0	6327
0	6321
0	6326
8	575
0	1376
6	779
0	7
0	51
0	59
0	92
0	102
4	102
0	28
0	22
0	18
0	0
0	17
0	15
0	6
0	2
0	2
0	2
0	0
0	0
1	2729
61	2524
0	607
2	254
0	594
0	778
13	646
0	255
16	251
2	255
1	141
0	83
0	154
2	44
2	3156
0	3533
0	3663
30	3602
0	3429
2	321
1	327
0	1
6	985
0	593
5	409
0	168
0	9
39	94
0	0
0	0
3	0
0	4
0	0
579	4451
0	3016
0	3664
1	510
1	2440
0	2245
2	2338
2	1532
0	321
0	490
0	360
0	287
8	228
1	224
2	0
5	0
0	126
0	6
0	1
0	1
34	557
0	468
1	5
0	1118
0	26
11	1920
48	110
7	89
0	1757
4	200
0	1796
1	1130
1	33
0	1079
0	803
0	454
0	0
4	862
0	179
0	773
0	689
0	667
1	215
2	503
0	0
0	234
0	235
14	234
0	227
0	234
5	236
0	230
0	153
0	26
0	10
0	4
0	0
0	0
0	1085
0	1177
37	587
0	106
0	1020
0	189
0	47
1	139
0	157
0	126
33	466
1	156
0	128
0	153
1	71
0	0
13	1
0	1
0	0
11	1501
818	1936
0	165
0	265
0	199
0	17
0	89
1	28
1	19
0	25
0	18
0	13
0	29
0	27
0	15
0	2871
0	1
0	1
0	0
1	0
0	0
0	0
0	90
0	90
0	8
0	0
0	0
0	0
0	0
0	8
0	0
0	1
0	1
0	296
1	239
0	241
0	243
0	92
0	93
0	174
2	243
0	14
0	243
3	112
4	345
0	85
9	11813
4	6
0	64
10	9170
54	9183
33	3013
1	2873
0	2270
1	29
0	0
1013	135
19	104
0	104
31	0
0	0
0	2886
1	1
0	415
0	2315
0	2242
0	285
0	2320
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	420
0	1071
407	1199
1	1229
2	1103
0	334
0	46
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
3	3505
0	3549
87	3466
0	208
2	1209
74	1008
0	95
0	0
0	0
0	2218
0	2218
0	773
0	207
0	79
0	0
0	0
0	0
9	26
0	503
0	100
14	114
0	7
2	2174
0	3
0	567
48	3024
0	3104
0	1295
6	3135
0	3133
0	2628
0	2494
0	1335
3	924
0	1345
1	218
168	878
31	878
0	15
1	39
53	40
0	9
0	28
0	16
0	2
3	5
79	569
0	554
3	177
0	137
0	137
1	52
0	0
0	900
0	1325
0	682
0	340
2	946
0	921
12	238
0	228
1	125
2	182
0	105
3	27
182	90
0	18
2	0
6	1341
2	816
32	581
0	9
0	181
0	176
0	1
0	0
0	12797
96	11260
1	12824
5	12823
6	12801
1	10909
2	1973
0	1973
0	1383
2	112
116	17
3	17
212	684
15	96
0	637
597	3213
0	1084
0	1329
3	1783
1	1773
0	2001
0	1419
3	520
12	2750
0	1737
0	1481
0	1556
2	1554
0	680
0	1525
20	275
0	803
0	819
0	452
0	591
0	589
0	550
6	218
10	239
0	234
1	98
2	1219
1	1042
0	1210
0	845
16	350
9	214
28	476
4	173
0	115
3244	17
4	534
0	220
0	0
0	0
0	1870
0	1532
0	266
36	1591
2	866
0	204
22	908
0	874
0	923
4	739
0	419
0	742
0	581
226	1536
0	1557
383	1354
0	549
2	564
0	337
1	69
2	249
0	116
0	0
0	1
0	52
11	62
0	3
1	15
0	3
97	0
139	1482
0	73
0	76
0	42
1	22
0	1
1	0
2	791
0	498
0	136
0	767
3	95
0	466
0	513
1	74
1	88
0	1303
0	1302
0	1232
85	1476
17	394
0	216
0	161
4	48
0	100
1	92
5	32
0	6
0	1182
2078	1178
12	307
3	720
10	1050
7	285
44	259
0	769
0	864
9	828
0	803
274	1363
0	320
0	861
0	246
0	266
0	135
0	201
2	3
0	169
0	169
0	0
0	0
0	0
0	228
2	204
0	2240
0	103
0	369
0	98
11	274
0	2061
0	251
0	1907
0	2137
0	1422
0	279
0	169
0	266
0	476
0	607
1	311
0	297
0	125
7	236
1	230
0	0
472	1371
0	487
0	1371
0	187
0	0
0	334
2	334
0	202
0	40
0	6
0	0
2	0
2	0
0	0
0	0
0	0
0	0
0	0
1	55
2	275
210	1011
3	800
2	291
17	423
11	842
2	0
0	1389
0	577
0	2130
0	746
0	776
1	1700
35	1759
0	1321
0	301
0	433
0	147
0	1431
0	508
0	468
0	421
0	412
9	304
4	53
0	35
2	78
33	46
11	31
10	0
2	43
0	5
0	285
0	11
0	285
0	10
0	5
0	10
0	10
0	10
0	10
0	10
0	746
0	48
1375	2031
3	1624
0	1201
3	1734
15	1054
0	193
0	34
0	22
9	34
0	8
0	23
0	27
0	27
0	26
0	7
0	10
0	734
0	959
18	1178
0	1121
0	128
70	3106
1	109
67	3172
0	164
3	442
1	933
2	940
10	0
0	611
0	629
0	468
1	83
1	535
1	47
0	159
0	217
0	15
0	3657
6	3661
0	3668
0	2788
0	575
0	236
0	146
0	7
4	6
27	33
2	338
0	1213
0	278
0	249
0	1138
0	303
0	486
32	152
0	499
0	397
2	408
0	768
1	1167
0	197
0	255
0	1228
5	460
0	390
1	351
13	1215
109	1355
1	324
9	1074
0	1
0	37
0	6
11	52
2	0
707	125
0	0
7	236
0	376
0	802
1	802
12	856
0	757
0	723
0	367
0	218
0	0
0	1
0	0
212	1086
0	1086
1	117
0	99
0	63
0	124
0	136
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	566
0	1
0	0
0	0
2	0
0	0
0	281
0	85
1	278
2	190
4	1635
0	1
0	1
1	1
0	1
0	1
0	0
0	0
0	1
38	318
1	318
0	1460
4	381
0	258
18	143
4	1443
6	554
0	1450
1	1428
10	133
3	205
0	206
0	456
8	101
3	170
0	3
0	3
0	3
0	1
0	0
0	0
13	610
2	163
0	439
0	653
0	659
0	24
0	519
0	449
0	15
5	97
0	0
1070	3072
4	3072
24	2909
0	5056
6	3199
0	4900
0	3734
0	4454
0	3894
0	3735
0	3891
1	4532
0	1804
0	1303
0	1155
0	864
0	1090
13	600
1	1
0	0
0	1
3	743
0	743
10	107
0	91
0	649
0	66
0	76
0	143
0	120
0	144
0	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	34
3	190
1	12
0	982
8	211
0	9
0	83
0	401
0	451
0	327
31	187
2	51
3	999
0	171
0	132
0	133
0	61
0	81
0	102
0	138
0	183
0	114
1	49
0	107
0	118
0	198
0	807
0	129
3	1750
0	0
0	704
0	2121
0	2735
0	1981
0	3196
0	4672
0	3339
0	4955
109	3019
16	1674
0	0
1	109
0	151
0	2240
0	220
1	2176
1	1787
0	231
0	2177
0	239
1	1193
0	2131
0	147
0	1614
2	60
0	193
0	125
0	89
0	296
5	142
2	462
0	0
0	0
0	0
0	0
0	2
0	0
0	2
40	0
0	2373
0	148
17	2945
0	1983
1	72
0	2103
0	939
0	2775
0	194
2	421
0	102
11	444
0	361
0	1364
0	321
4	1255
18	1199
25	103
0	416
3	950
0	178
13	950
2	251
0	0
540	278
0	265
0	133
0	138
28	58
12707	33
0	0
102	1151
0	114
0	90
0	133
0	12
0	81
234	149
1	84
3	2258
2790	4418
1	2249
4	808
0	0
69	624
0	624
0	2027
1	3
1	23
469	216
2	216
739	0
15	1957
219	3130
0	500
0	634
0	1198
0	245
3	88
0	305
1	3036
0	98
0	0
0	3793
0	3737
2	2761
57	3321
0	430
0	0
1	87
0	1168
0	1168
0	1133
0	1168
0	113
0	471
0	316
0	623
0	439
14	1050
11	1033
0	0
1	2964
0	2239
0	2563
0	2562
7	2471
0	271
3	2605
69	1870
0	1066
0	906
0	937
6	2152
0	219
9	1805
0	1789
2	322
0	1687
0	195
7	128
4	8
0	8
1	4
1	1
380	952
55	952
46	400
0	0
1	0
5594	1407
0	1188
0	1
19	0
0	1000
0	992
0	1015
0	945
0	964
0	204
0	58
2	44
2	12
0	16
0	40
0	26
0	26
0	42
0	35
2	13
